unix,date,symbol,open,high,low,close,Volume USD,Volume NEO
1662249600000,2022-09-04 0:00:00,NEO/USD,9.1509,9.5634,9.0868,9.5261,65380.31987,6863.282966
1662163200000,2022-09-03 0:00:00,NEO/USD,9.0292,9.1779,8.977,9.1467,8537.145309,933.3579661
1662076800000,2022-09-02 0:00:00,NEO/USD,9.1513,9.3391,8.9485,9.0479,73503.17657,8123.783041
1661990400000,2022-09-01 0:00:00,NEO/USD,9.0352,9.1753,8.7675,9.1697,78589.94726,8570.612698
1661904000000,2022-08-31 0:00:00,NEO/USD,9.0794,9.3583,8.9976,9.0352,18112.41039,2004.649636
1661817600000,2022-08-30 0:00:00,NEO/USD,9.3901,9.5831,8.94,9.0547,13546.01112,1496.01987
1661731200000,2022-08-29 0:00:00,NEO/USD,8.9009,9.4378,8.7818,9.4205,25300.39476,2685.674302
1661644800000,2022-08-28 0:00:00,NEO/USD,9.1246,9.3131,8.843,8.8714,36027.47561,4061.081183
1661558400000,2022-08-27 0:00:00,NEO/USD,9.0056,9.2341,8.8701,9.1435,21363.47572,2336.465874
1661472000000,2022-08-26 0:00:00,NEO/USD,9.9931,10.02,8.9276,9.0092,65339.60675,7252.542595
1661385600000,2022-08-25 0:00:00,NEO/USD,9.9533,10.246,9.8598,10.004,25154.88049,2514.482256
1661299200000,2022-08-24 0:00:00,NEO/USD,9.9564,10.307,9.6609,9.9329,88645.67942,8924.451009
1661212800000,2022-08-23 0:00:00,NEO/USD,9.6814,10.038,9.3875,9.9533,43879.14119,4408.501822
1661126400000,2022-08-22 0:00:00,NEO/USD,9.8854,9.8855,9.1972,9.6767,51308.43791,5302.266052
1661040000000,2022-08-21 0:00:00,NEO/USD,9.5651,10.003,9.519,9.8854,47043.26079,4758.862645
1660953600000,2022-08-20 0:00:00,NEO/USD,9.5405,9.8599,9.3017,9.5803,31892.09968,3328.924949
1660867200000,2022-08-19 0:00:00,NEO/USD,10.418,10.434,9.3901,9.5454,237376.0119,24868.10526
1660780800000,2022-08-18 0:00:00,NEO/USD,10.956,11.069,10.261,10.446,276905.311,26508.26259
1660694400000,2022-08-17 0:00:00,NEO/USD,11.159,11.858,10.85,10.949,123001.7574,11234.06314
1660608000000,2022-08-16 0:00:00,NEO/USD,11.273,11.358,11.04,11.164,48040.34235,4303.147828
1660521600000,2022-08-15 0:00:00,NEO/USD,11.532,11.815,11.042,11.273,65991.69182,5853.960066
1660435200000,2022-08-14 0:00:00,NEO/USD,11.994,12.237,11.418,11.534,215297.0351,18666.29401
1660348800000,2022-08-13 0:00:00,NEO/USD,12.028,12.236,11.88,11.999,69312.59217,5776.530725
1660262400000,2022-08-12 0:00:00,NEO/USD,11.728,12.082,11.577,12.026,104119.1275,8657.835311
1660176000000,2022-08-11 0:00:00,NEO/USD,11.713,12.618,11.681,11.728,210501.107,17948.59371
1660089600000,2022-08-10 0:00:00,NEO/USD,10.998,11.709,10.758,11.703,96560.65001,8250.931386
1660003200000,2022-08-09 0:00:00,NEO/USD,11.694,11.761,10.917,11.02,50974.97758,4625.678546
1659916800000,2022-08-08 0:00:00,NEO/USD,11.478,12.067,11.367,11.694,56650.29566,4844.389914
1659830400000,2022-08-07 0:00:00,NEO/USD,11.431,11.64,11.214,11.478,75218.87837,6553.308797
1659744000000,2022-08-06 0:00:00,NEO/USD,11.803,11.803,11.384,11.418,50323.14451,4407.351945
1659657600000,2022-08-05 0:00:00,NEO/USD,10.822,11.93,10.796,11.803,209365.7247,17738.34828
1659571200000,2022-08-04 0:00:00,NEO/USD,10.745,11.109,10.599,10.797,113050.2711,10470.52617
1659484800000,2022-08-03 0:00:00,NEO/USD,10.964,11.214,10.615,10.75,82509.47601,7675.300094
1659398400000,2022-08-02 0:00:00,NEO/USD,11.18,11.297,10.534,10.97,127482.6082,11621.02172
1659312000000,2022-08-01 0:00:00,NEO/USD,10.974,11.614,10.954,11.184,426086.8032,38097.89013
1659225600000,2022-07-31 0:00:00,NEO/USD,11.351,11.58,10.891,10.978,293543.1471,26739.21908
1659139200000,2022-07-30 0:00:00,NEO/USD,11.321,11.942,11.067,11.347,381695.8226,33638.47912
1659052800000,2022-07-29 0:00:00,NEO/USD,11.018,12.052,11.012,11.297,470763.2035,41671.52373
1658966400000,2022-07-28 0:00:00,NEO/USD,10.059,11.264,10.059,11.025,418292.9947,37940.40769
1658880000000,2022-07-27 0:00:00,NEO/USD,9.2739,10.059,9.1066,10.047,146711.3226,14602.50051
1658793600000,2022-07-26 0:00:00,NEO/USD,9.2158,9.2839,8.8263,9.2669,137479.2171,14835.51318
1658707200000,2022-07-25 0:00:00,NEO/USD,10.27,10.41,9.2135,9.2253,334102.5328,36215.89898
1658620800000,2022-07-24 0:00:00,NEO/USD,10.034,10.606,9.9184,10.261,284142.2179,27691.47431
1658534400000,2022-07-23 0:00:00,NEO/USD,10.524,11.001,9.73,10.047,174122.7667,17330.82181
1658448000000,2022-07-22 0:00:00,NEO/USD,9.871,11.35,9.8048,10.524,398767.0522,37891.20602
1658361600000,2022-07-21 0:00:00,NEO/USD,9.7464,9.9202,9.3001,9.871,126079.9172,12772.76033
1658275200000,2022-07-20 0:00:00,NEO/USD,10.496,10.714,9.6908,9.741,189931.0373,19498.10464
1658188800000,2022-07-19 0:00:00,NEO/USD,10.403,10.657,9.9622,10.496,109862.0115,10467.03616
1658102400000,2022-07-18 0:00:00,NEO/USD,9.3209,10.517,9.2925,10.413,480726.7693,46166.02029
1658016000000,2022-07-17 0:00:00,NEO/USD,9.281,9.6885,9.1288,9.3161,396424.7859,42552.65464
1657929600000,2022-07-16 0:00:00,NEO/USD,8.8464,9.327,8.6709,9.2554,116823.0395,12622.14918
1657843200000,2022-07-15 0:00:00,NEO/USD,8.6992,9.035,8.6905,8.849,192768.7266,21784.23851
1657756800000,2022-07-14 0:00:00,NEO/USD,8.562,8.8283,8.1428,8.6979,151930.6134,17467.50519
1657670400000,2022-07-13 0:00:00,NEO/USD,8.0539,8.5643,7.803,8.5643,291136.7489,33994.22591
1657584000000,2022-07-12 0:00:00,NEO/USD,8.3506,8.4201,8.0483,8.0704,226108.2026,28016.97594
1657497600000,2022-07-11 0:00:00,NEO/USD,9.2755,9.2755,8.3069,8.3506,261918.0254,31365.17441
1657411200000,2022-07-10 0:00:00,NEO/USD,9.3746,9.3868,8.9068,9.2785,214976.6014,23169.32709
1657324800000,2022-07-09 0:00:00,NEO/USD,9.1448,9.585,9.1448,9.3746,154804.2889,16513.16205
1657238400000,2022-07-08 0:00:00,NEO/USD,9.2723,9.5591,9.0224,9.1299,132880.6867,14554.4515
1657152000000,2022-07-07 0:00:00,NEO/USD,8.5333,9.3937,8.4666,9.2719,166042.3234,17908.12276
1657065600000,2022-07-06 0:00:00,NEO/USD,8.38,8.5848,8.23,8.5262,64523.84277,7567.71396
1656979200000,2022-07-05 0:00:00,NEO/USD,8.6169,8.6585,8.1013,8.3816,37901.01255,4521.930485
1656892800000,2022-07-04 0:00:00,NEO/USD,8.2894,8.652,8.0485,8.6071,50376.80931,5852.936449
1656806400000,2022-07-03 0:00:00,NEO/USD,8.2338,8.3764,8.0339,8.288,69119.51332,8339.709619
1656720000000,2022-07-02 0:00:00,NEO/USD,8.2069,8.3507,8.0395,8.2347,34143.50532,4146.2962
1656633600000,2022-07-01 0:00:00,NEO/USD,8.4543,8.6589,8.0682,8.209,155533.3127,18946.68202
1656547200000,2022-06-30 0:00:00,NEO/USD,8.6146,8.654,7.9676,8.4529,205181.5642,24273.51137
1656460800000,2022-06-29 0:00:00,NEO/USD,8.915,9.0401,8.4783,8.622,109195.865,12664.79529
1656374400000,2022-06-28 0:00:00,NEO/USD,9.521,9.6537,8.8775,8.935,74946.69666,8387.990673
1656288000000,2022-06-27 0:00:00,NEO/USD,9.4998,9.918,9.4003,9.531,45235.47716,4746.141764
1656201600000,2022-06-26 0:00:00,NEO/USD,9.7483,10.223,9.4717,9.4998,137153.5803,14437.52293
1656115200000,2022-06-25 0:00:00,NEO/USD,9.6727,9.9006,9.267,9.7585,85690.72351,8781.136805
1656028800000,2022-06-24 0:00:00,NEO/USD,9.29,9.7867,9.2816,9.6589,57516.569,5954.77425
1655942400000,2022-06-23 0:00:00,NEO/USD,8.869,9.3821,8.8668,9.294,42308.77813,4552.267928
1655856000000,2022-06-22 0:00:00,NEO/USD,9.1966,9.2514,8.7646,8.8697,153810.9877,17341.17137
1655769600000,2022-06-21 0:00:00,NEO/USD,9.129,9.6969,9.0382,9.1474,95340.38886,10422.67626
1655683200000,2022-06-20 0:00:00,NEO/USD,9.077,9.4334,8.6941,9.1409,171837.5344,18798.75443
1655596800000,2022-06-19 0:00:00,NEO/USD,8.5399,9.1914,8.15,9.0959,352107.9432,38710.62162
1655510400000,2022-06-18 0:00:00,NEO/USD,9.0413,9.2324,7.954,8.5349,290062.8982,33985.50636
1655424000000,2022-06-17 0:00:00,NEO/USD,8.8487,9.3194,8.7914,9.0459,231909.5056,25636.97428
1655337600000,2022-06-16 0:00:00,NEO/USD,9.9918,10.198,8.6805,8.8299,222381.3598,25185.03719
1655251200000,2022-06-15 0:00:00,NEO/USD,9.7142,10.029,8.4484,10.029,566598.9827,56496.05969
1655164800000,2022-06-14 0:00:00,NEO/USD,9.8654,9.986,8.9891,9.7178,669065.0485,68849.43593
1655078400000,2022-06-13 0:00:00,NEO/USD,11.668,12.339,9.4076,9.8557,1026405.988,104143.3879
1654992000000,2022-06-12 0:00:00,NEO/USD,10.923,13.349,10.065,11.67,2857168.725,244830.2249
1654905600000,2022-06-11 0:00:00,NEO/USD,11.433,11.718,10.51,10.923,708822.2684,64892.63649
1654819200000,2022-06-10 0:00:00,NEO/USD,12.039,12.04284547,10.96690669,11.423,657243.8372,57536.88499
1654732800000,2022-06-09 0:00:00,NEO/USD,12.065,12.403,11.772,12.036,531091.5756,44125.25554
1654646400000,2022-06-08 0:00:00,NEO/USD,11.859,12.898,11.483,12.037,948024.0501,78759.16342
1654560000000,2022-06-07 0:00:00,NEO/USD,12.153,12.153,11.211,11.85,458623.1552,38702.37596
1654473600000,2022-06-06 0:00:00,NEO/USD,11.45586021,13.371,11.45586021,12.165,990034.2272,81383.82468
1654387200000,2022-06-05 0:00:00,NEO/USD,11.322,11.963,11.067,11.437,1031040.405,90149.55013
1654300800000,2022-06-04 0:00:00,NEO/USD,11.158,11.339,10.945,11.311,243496.1037,21527.37191
1654214400000,2022-06-03 0:00:00,NEO/USD,11.391,11.77,10.899,11.191,179245.0793,16016.89566
1654128000000,2022-06-02 0:00:00,NEO/USD,11.139,11.531,10.864,11.42,149862.4857,13122.80961
1654041600000,2022-06-01 0:00:00,NEO/USD,11.55707728,12.388,10.892,11.143,438101.9563,39316.33817
1653955200000,2022-05-31 0:00:00,NEO/USD,11.767,11.888,11.193,11.52706316,363600.8724,31543.23589
1653868800000,2022-05-30 0:00:00,NEO/USD,10.615,11.837,10.574,11.78,401753.2009,34104.68599
1653782400000,2022-05-29 0:00:00,NEO/USD,10.467,10.625,10.114,10.625,833072.915,78406.86259
1653696000000,2022-05-28 0:00:00,NEO/USD,10.283,10.662,10.118,10.467,718621.7951,68655.9468
1653609600000,2022-05-27 0:00:00,NEO/USD,10.707,11.332,10.168,10.276,535312.2272,52093.44367
1653523200000,2022-05-26 0:00:00,NEO/USD,11.654,12.225,10.111,10.69,719000.3208,67259.15068
1653436800000,2022-05-25 0:00:00,NEO/USD,11.274,11.971,11.259,11.641,900353.0245,77343.27158
1653350400000,2022-05-24 0:00:00,NEO/USD,11.39,11.413,10.40899224,11.273,691612.2532,61351.21558
1653264000000,2022-05-23 0:00:00,NEO/USD,10.848,12.626,10.838,11.382,1471091.666,129247.2032
1653177600000,2022-05-22 0:00:00,NEO/USD,10.369,10.947,10.227,10.858,706503.7152,65067.5737
1653091200000,2022-05-21 0:00:00,NEO/USD,10.13279017,10.622,9.966,10.355,552164.2543,53323.4432
1653004800000,2022-05-20 0:00:00,NEO/USD,10.509,10.782,9.889,10.136,342933.5871,33833.22682
1652918400000,2022-05-19 0:00:00,NEO/USD,9.9374,10.623,9.6021,10.518,385032.7381,36607.02967
1652832000000,2022-05-18 0:00:00,NEO/USD,10.982,11.16071981,9.81683624,9.879,373121.9519,37769.20254
1652745600000,2022-05-17 0:00:00,NEO/USD,10.256,11.193,10.254,10.965,434016.1533,39581.95653
1652659200000,2022-05-16 0:00:00,NEO/USD,11.018,11.018,9.9178,10.214,555235.7623,54360.26653
1652572800000,2022-05-15 0:00:00,NEO/USD,10.69,11.025,10.252,11.011,607609.2528,55182.02278
1652486400000,2022-05-14 0:00:00,NEO/USD,10.249,10.764,9.619,10.679,546381.9053,51164.14508
1652400000000,2022-05-13 0:00:00,NEO/USD,9.79150876,11.307,9.6698,10.232,458997.4577,44859.01658
1652313600000,2022-05-12 0:00:00,NEO/USD,10.597,11.11058534,8.395,9.812,3578776.258,364734.637
1652227200000,2022-05-11 0:00:00,NEO/USD,13.845,14.113,10.023,10.492,739045.2847,70438.93296
1652140800000,2022-05-10 0:00:00,NEO/USD,13.345,15.023,12.945,13.873,617038.9315,44477.68554
1652054400000,2022-05-09 0:00:00,NEO/USD,15.924,16.346,13.217,13.302,534303.0452,40167.12112
1651968000000,2022-05-08 0:00:00,NEO/USD,16.361,16.427,15.717,15.906,431024.5517,27098.23662
1651881600000,2022-05-07 0:00:00,NEO/USD,16.945,17.038,15.93814607,16.331,263976.0261,16164.10667
1651795200000,2022-05-06 0:00:00,NEO/USD,17.208,17.278,16.519,16.95,272874.4659,16098.78855
1651708800000,2022-05-05 0:00:00,NEO/USD,19.373,19.583,16.797,17.212,503974.2195,29280.39853
1651622400000,2022-05-04 0:00:00,NEO/USD,17.592,19.582,17.525,19.356,600301.0439,31013.69311
1651536000000,2022-05-03 0:00:00,NEO/USD,17.588,18.368,17.153,17.58,234373.302,13331.81467
1651449600000,2022-05-02 0:00:00,NEO/USD,17.696,18.021,16.946,17.593,423218.4569,24056.07099
1651363200000,2022-05-01 0:00:00,NEO/USD,16.742,17.816,16.42164288,17.673,404551.6419,22890.94335
1651276800000,2022-04-30 0:00:00,NEO/USD,17.956,18.624,16.518,16.747,537436.9467,32091.5356
1651190400000,2022-04-29 0:00:00,NEO/USD,18.837,19.07,17.64431527,17.939,560196.3721,31227.84838
1651104000000,2022-04-28 0:00:00,NEO/USD,19.026,19.345,18.648,18.85,229262.4678,12162.46513
1651017600000,2022-04-27 0:00:00,NEO/USD,18.584,19.191,18.412,19.026,218361.1644,11476.98751
1650931200000,2022-04-26 0:00:00,NEO/USD,20.04,20.476,18.282,18.567,299935.5079,16154.22566
1650844800000,2022-04-25 0:00:00,NEO/USD,20.204,20.26,18.752,20.028,450456.1261,22491.31846
1650758400000,2022-04-24 0:00:00,NEO/USD,20.91909912,21.097,20.165,20.215,218634.5976,10815.46365
1650672000000,2022-04-23 0:00:00,NEO/USD,21.098,21.45,20.66847128,20.921,263441.9991,12592.22786
1650585600000,2022-04-22 0:00:00,NEO/USD,20.814,21.38673814,20.718,21.06700467,302543.992,14361.03503
1650499200000,2022-04-21 0:00:00,NEO/USD,21.52,22.608,20.464,20.847,489156.4915,23464.11913
1650412800000,2022-04-20 0:00:00,NEO/USD,22.1033401,22.19244376,21.19153566,21.512,246045.2193,11437.57992
1650326400000,2022-04-19 0:00:00,NEO/USD,21.323,22.11802176,21.08106473,22.11802176,281709.9822,12736.67172
1650240000000,2022-04-18 0:00:00,NEO/USD,20.5,21.45137967,19.79022285,21.321,470412.0224,22063.3189
1650153600000,2022-04-17 0:00:00,NEO/USD,21.58294991,22.046,20.407,20.52197417,255711.8726,12460.39346
1650067200000,2022-04-16 0:00:00,NEO/USD,21.09973005,21.815,20.973,21.58294991,377686.4671,17499.29776
1649980800000,2022-04-15 0:00:00,NEO/USD,20.608,21.32876954,20.5072192,21.116,284461.2371,13471.35997
1649894400000,2022-04-14 0:00:00,NEO/USD,21.27196148,21.548,20.236,20.6,235021.5061,11408.81098
1649808000000,2022-04-13 0:00:00,NEO/USD,20.4,21.355,20.132,21.27720992,367386.5161,17266.66783
1649721600000,2022-04-12 0:00:00,NEO/USD,19.714,20.737,19.54780151,20.372,286178.8207,14047.65466
1649635200000,2022-04-11 0:00:00,NEO/USD,21.583,21.78004313,19.251,19.693,556931.105,28280.66343
1649548800000,2022-04-10 0:00:00,NEO/USD,22.56,22.826,21.53,21.583,359842.1407,16672.48022
1649462400000,2022-04-09 0:00:00,NEO/USD,21.852,22.59997607,21.831,22.57061133,293315.6219,12995.46643
1649376000000,2022-04-08 0:00:00,NEO/USD,23.25,23.541,21.603,21.868,438942.995,20072.38865
1649289600000,2022-04-07 0:00:00,NEO/USD,22.43436754,23.424,22.2177371,23.282,447062.8804,19202.08231
1649203200000,2022-04-06 0:00:00,NEO/USD,25.726,25.726,22.396,22.45,1156088.395,51496.14231
1649116800000,2022-04-05 0:00:00,NEO/USD,27.195,27.424,25.712,25.712,378186.683,14708.56732
1649030400000,2022-04-04 0:00:00,NEO/USD,28.009,28.02,26.128,27.155,451318.9577,16620.10524
1648944000000,2022-04-03 0:00:00,NEO/USD,27.551,28.633,26.849,28.011,269605.2342,9624.977124
1648857600000,2022-04-02 0:00:00,NEO/USD,28.041,28.832,27.378,27.534,445810.568,16191.27508
1648771200000,2022-04-01 0:00:00,NEO/USD,26.922,28.2,25.569,28.035,439842.9248,15689.06456
1648684800000,2022-03-31 0:00:00,NEO/USD,28.347,29.6,26.545,26.945,576239.7134,21385.77522
1648598400000,2022-03-30 0:00:00,NEO/USD,26.859,29.403,25.861,28.347,1059579.195,37378.88295
1648512000000,2022-03-29 0:00:00,NEO/USD,25.334,29.338,25.334,26.911,1795061.9,66703.64906
1648425600000,2022-03-28 0:00:00,NEO/USD,26.036,26.966,25.041,25.342,636118.0946,25101.33749
1648339200000,2022-03-27 0:00:00,NEO/USD,24.746,26.381,23.924,26.051,705085.1575,27065.56975
1648252800000,2022-03-26 0:00:00,NEO/USD,24.172,24.783,24.061,24.783,181593.4402,7327.338909
1648166400000,2022-03-25 0:00:00,NEO/USD,24.412,25.298,23.541,24.172,336225.6564,13909.71605
1648080000000,2022-03-24 0:00:00,NEO/USD,24.352,24.503,23.536,24.396,665577.0756,27282.2215
1647993600000,2022-03-23 0:00:00,NEO/USD,23.857,25.066,23.857,24.343,445066.0175,18283.12112
1647907200000,2022-03-22 0:00:00,NEO/USD,22.592,24.03,22.522,23.877,519439.8738,21754.82154
1647820800000,2022-03-21 0:00:00,NEO/USD,22.743,23.165,21.888,22.621,278950.3729,12331.4784
1647734400000,2022-03-20 0:00:00,NEO/USD,22.064,23.759,21.871,22.671,606664.7662,26759.50625
1647648000000,2022-03-19 0:00:00,NEO/USD,21.097,22.2,21.086,22.095,219598.2621,9938.821548
1647561600000,2022-03-18 0:00:00,NEO/USD,20.68269081,21.13,20.059,21.093,58566.95308,2776.606129
1647475200000,2022-03-17 0:00:00,NEO/USD,20.65442603,21.15,20.487,20.698,68911.65355,3329.387069
1647388800000,2022-03-16 0:00:00,NEO/USD,19.517,20.818,19.304,20.635,150893.9857,7312.526565
1647302400000,2022-03-15 0:00:00,NEO/USD,19.64,19.692,18.80471603,19.491,85241.60491,4373.382838
1647216000000,2022-03-14 0:00:00,NEO/USD,19.03017312,19.65,18.74,19.626,232309.1045,11836.80345
1647129600000,2022-03-13 0:00:00,NEO/USD,20.018,20.379,18.94833464,19.07713993,124639.6469,6533.45561
1647043200000,2022-03-12 0:00:00,NEO/USD,20.03,20.553,19.94,20.029,61812.0393,3086.127081
1646956800000,2022-03-11 0:00:00,NEO/USD,20.674,21.239,19.943,20.059,122532.5225,6108.605739
1646870400000,2022-03-10 0:00:00,NEO/USD,21.319,21.453,19.731,20.708,137061.6904,6618.779719
1646784000000,2022-03-09 0:00:00,NEO/USD,20.559,21.854,20.559,21.333,243234.4436,11401.7927
1646697600000,2022-03-08 0:00:00,NEO/USD,20.32,20.835,20.12915874,20.52,342623.4129,16697.04741
1646611200000,2022-03-07 0:00:00,NEO/USD,20.477,21.07,19.519,20.358,139646.7294,6859.550513
1646524800000,2022-03-06 0:00:00,NEO/USD,21.741,21.923,20.397,20.512,266607.9582,12997.65787
1646438400000,2022-03-05 0:00:00,NEO/USD,21.54,21.961,20.715,21.782,91527.30528,4201.969758
1646352000000,2022-03-04 0:00:00,NEO/USD,23.563,23.577,21.108,21.56,273132.0478,12668.46233
1646265600000,2022-03-03 0:00:00,NEO/USD,23.958,25.433,22.957,23.585,339876.2211,14410.69413
1646179200000,2022-03-02 0:00:00,NEO/USD,24.259,24.623,23.308,23.994,140047.3785,5836.76663
1646092800000,2022-03-01 0:00:00,NEO/USD,23.129,25.344,23.065,24.226,841992.23,34755.72649
1646006400000,2022-02-28 0:00:00,NEO/USD,19.865,23.163,19.533,23.105,338231.5258,14638.8888
1645920000000,2022-02-27 0:00:00,NEO/USD,20.986,21.209,19.445,19.897,138050.0834,6938.236085
1645833600000,2022-02-26 0:00:00,NEO/USD,21.511,22.124,20.641,20.981,175667.1526,8372.677784
1645747200000,2022-02-25 0:00:00,NEO/USD,21.296,21.739,19.878,21.534,302985.939,14070.11883
1645660800000,2022-02-24 0:00:00,NEO/USD,19.52,21.48436626,16.987,21.378,504580.1837,23602.77779
1645574400000,2022-02-23 0:00:00,NEO/USD,20.593,21.118,19.355,19.507,421750.6937,21620.47951
1645488000000,2022-02-22 0:00:00,NEO/USD,20.155,20.80146337,19.3,20.619,452321.9666,21937.14373
1645401600000,2022-02-21 0:00:00,NEO/USD,23.099,24.198,19.982,20.161,967877.7307,48007.42675
1645315200000,2022-02-20 0:00:00,NEO/USD,24.985,26.256,22.681,23.069,605435.1557,26244.53404
1645228800000,2022-02-19 0:00:00,NEO/USD,26.225,27.35,24.51,24.985,793529.2595,31760.22652
1645142400000,2022-02-18 0:00:00,NEO/USD,23.679,27.099,23.457,26.227,1490439.099,56828.42486
1645056000000,2022-02-17 0:00:00,NEO/USD,25.695,25.859,23.298,23.682,929020.3382,39228.96454
1644969600000,2022-02-16 0:00:00,NEO/USD,22.676,26.046,22.426,25.724,2323809.712,90336.25066
1644883200000,2022-02-15 0:00:00,NEO/USD,21.313,22.78,21.289,22.661,687087.2998,30320.25506
1644796800000,2022-02-14 0:00:00,NEO/USD,21.84,21.84,20.698,21.316,371999.7449,17451.66752
1644710400000,2022-02-13 0:00:00,NEO/USD,21.529,22.218,20.927,21.772,216369.687,9937.979376
1644624000000,2022-02-12 0:00:00,NEO/USD,22.22,22.377,21.132,21.534,363440.7063,16877.52885
1644537600000,2022-02-11 0:00:00,NEO/USD,23.785,25.727,21.8,22.215,522001.4218,23497.70074
1644451200000,2022-02-10 0:00:00,NEO/USD,24.033,25.519,23.718,23.82580016,694354.5905,29142.97047
1644364800000,2022-02-09 0:00:00,NEO/USD,23.071,24.111,22.463,24.046,257399.7614,10704.47315
1644278400000,2022-02-08 0:00:00,NEO/USD,23.8,24.155,21.934,23.055,506367.514,21963.45756
1644192000000,2022-02-07 0:00:00,NEO/USD,22.59026121,23.924,22.169,23.767,358461.8714,15082.33565
1644105600000,2022-02-06 0:00:00,NEO/USD,22.106,22.621,21.568,22.5763766,142713.2586,6321.35356
1644019200000,2022-02-05 0:00:00,NEO/USD,22.393,22.978,21.789,22.124,435807.8554,19698.42051
1643932800000,2022-02-04 0:00:00,NEO/USD,20.21,22.499,20.095,22.395,1251107.876,55865.50016
1643846400000,2022-02-03 0:00:00,NEO/USD,20.143,20.414,19.279,20.203,287725.5605,14241.72452
1643760000000,2022-02-02 0:00:00,NEO/USD,19.898,21.614,19.886,20.168,579043.0106,28710.97831
1643673600000,2022-02-01 0:00:00,NEO/USD,19.67,20.475,19.617,19.906,157235.436,7898.896613
1643587200000,2022-01-31 0:00:00,NEO/USD,19.599,19.793,18.586,19.752,159488.6054,8074.55475
1643500800000,2022-01-30 0:00:00,NEO/USD,19.324,20.197,19.026,19.583,143863.0062,7346.321107
1643414400000,2022-01-29 0:00:00,NEO/USD,19.064,19.632,18.96,19.313,127054.2349,6578.689735
1643328000000,2022-01-28 0:00:00,NEO/USD,18.068,19.103,17.803,19.063,93954.87327,4928.650961
1643241600000,2022-01-27 0:00:00,NEO/USD,18.11,18.474,17.279,18.089,182165.7034,10070.52371
1643155200000,2022-01-26 0:00:00,NEO/USD,18.25,19.823,17.704,18.147,470093.7081,25904.76156
1643068800000,2022-01-25 0:00:00,NEO/USD,18.1,18.38,17.588,18.251,151707.0875,8312.261657
1642982400000,2022-01-24 0:00:00,NEO/USD,18.593,18.593,16.132,18.112,1425695.033,78715.49431
1642896000000,2022-01-23 0:00:00,NEO/USD,17.835,18.941,17.675,18.611,471427.4494,25330.58135
1642809600000,2022-01-22 0:00:00,NEO/USD,19.562,20.066,16.217,17.85,921728.9807,51637.47791
1642723200000,2022-01-21 0:00:00,NEO/USD,22.714,22.949,19.28,19.585,985366.8826,50312.32487
1642636800000,2022-01-20 0:00:00,NEO/USD,23.866,24.691,22.593,22.718,348138.1465,15324.33078
1642550400000,2022-01-19 0:00:00,NEO/USD,25.458,26.121,23.671,23.834,625149.2208,26229.30355
1642464000000,2022-01-18 0:00:00,NEO/USD,23.982,25.838,23.419,25.456,1710868.075,67208.83389
1642377600000,2022-01-17 0:00:00,NEO/USD,25.182,25.22,23.535,23.954,477266.136,19924.2772
1642291200000,2022-01-16 0:00:00,NEO/USD,25.336,25.437,24.774,25.149,232017.3847,9225.710155
1642204800000,2022-01-15 0:00:00,NEO/USD,24.869,25.963,24.82090975,25.342,931405.3454,36753.42693
1642118400000,2022-01-14 0:00:00,NEO/USD,23.55,25.068,23.37,24.864,949755.7676,38198.02798
1642032000000,2022-01-13 0:00:00,NEO/USD,24.74,24.936,23.464,23.489,517077.4623,22013.60051
1641945600000,2022-01-12 0:00:00,NEO/USD,23.90409857,25.012,23.787,24.75,815241.0106,32939.03073
1641859200000,2022-01-11 0:00:00,NEO/USD,22.68,23.887,22.567,23.837,789011.6948,33100.29345
1641772800000,2022-01-10 0:00:00,NEO/USD,23.646,24.264,21.842,22.684,1128180.907,49734.65469
1641686400000,2022-01-09 0:00:00,NEO/USD,23.074,24.085,22.938,23.645,528285.7179,22342.38604
1641600000000,2022-01-08 0:00:00,NEO/USD,23.658,24.528,22.528,23.075,1088249.172,47161.39424
1641513600000,2022-01-07 0:00:00,NEO/USD,24.788,24.788,22.745,23.659,1484762.137,62756.758
1641427200000,2022-01-06 0:00:00,NEO/USD,24.417,24.894,23.642,24.734,998285.8402,40360.8733
1641340800000,2022-01-05 0:00:00,NEO/USD,26.021,27.196,23.556,24.441,1340301.597,54838.24707
1641254400000,2022-01-04 0:00:00,NEO/USD,26.629,26.953,25.902,26.01,371167.0981,14270.16909
1641168000000,2022-01-03 0:00:00,NEO/USD,27.004,27.328,25.971,26.618,435027.5321,16343.35908
1641081600000,2022-01-02 0:00:00,NEO/USD,26.404,27.328,26.085,26.974,373171.201,13834.47768
1640995200000,2022-01-01 0:00:00,NEO/USD,25.744,26.546,25.744,26.401,146083.1633,5533.243562
1640908800000,2021-12-31 0:00:00,NEO/USD,26.09005826,26.851,24.983,25.684,582504.0269,22679.64596
1640822400000,2021-12-30 0:00:00,NEO/USD,26.087,26.757,25.216,26.107,345016.7515,13215.48824
1640736000000,2021-12-29 0:00:00,NEO/USD,27.045,27.258,25.879,26.086,234540.5936,8991.052426
1640649600000,2021-12-28 0:00:00,NEO/USD,29.542,29.542,26.619,27.061,376257.8286,13904.06225
1640563200000,2021-12-27 0:00:00,NEO/USD,29.654,30.57848069,29.423,29.568,217612.6097,7359.733823
1640476800000,2021-12-26 0:00:00,NEO/USD,29.475,29.65975316,28.632,29.554,317973.7695,10759.07727
