unix,date,symbol,open,high,low,close,Volume USD,Volume BTC
1645574400000,2022-02-23 0:00:00,BTC/USD,38294,39310,37117,37305,216653436.6,5807.624625
1645488000000,2022-02-22 0:00:00,BTC/USD,37078,38485,36402,38299,237639528.3,6204.849429
1645401600000,2022-02-21 0:00:00,BTC/USD,38437,39555,36829,37060.8618,315267462.6,8506.749367
1645315200000,2022-02-20 0:00:00,BTC/USD,40130,40164.05477,38038,38439,135567634.3,3526.825212
1645228800000,2022-02-19 0:00:00,BTC/USD,40027,40482,39673,40128,58758260.1,1464.270836
1645142400000,2022-02-18 0:00:00,BTC/USD,40555,40984,39521,40027.47723,187211656.3,4677.078579
1645056000000,2022-02-17 0:00:00,BTC/USD,43896.94591,44189,40117,40555,273825481.7,6751.953685
1644969600000,2022-02-16 0:00:00,BTC/USD,44567,44584,43352,43909,143648727,3271.509873
1644883200000,2022-02-15 0:00:00,BTC/USD,42567,44762,42463,44563,183308212.8,4113.462129
1644796800000,2022-02-14 0:00:00,BTC/USD,42090,42863,41545,42554,203647560.6,4785.626748
1644710400000,2022-02-13 0:00:00,BTC/USD,42241,42789,41915,42090,82113012.2,1950.891238
1644624000000,2022-02-12 0:00:00,BTC/USD,42422,43036,41715,42244,112483230.3,2662.703112
1644537600000,2022-02-11 0:00:00,BTC/USD,43549,43965,42010,42418,237971105.9,5610.144416
1644451200000,2022-02-10 0:00:00,BTC/USD,44437,45899,43222,43545,319115175.9,7328.399952
1644364800000,2022-02-09 0:00:00,BTC/USD,44079.55203,44865,43160,44431,165012503.4,3713.904783
1644278400000,2022-02-08 0:00:00,BTC/USD,43865,45400,42709,44077,335877250.2,7620.238452
1644192000000,2022-02-07 0:00:00,BTC/USD,42421.82387,44540,41699.54476,43865,241961414.8,5516.047299
1644105600000,2022-02-06 0:00:00,BTC/USD,41441,42739,41169,42412,100237041.6,2363.412279
1644019200000,2022-02-05 0:00:00,BTC/USD,41588,41956,40979.80786,41438,107675460.2,2598.471456
1643932800000,2022-02-04 0:00:00,BTC/USD,37367,41753,37070,41588,344152359.1,8275.280349
1643846400000,2022-02-03 0:00:00,BTC/USD,36923,37410,36267.47645,37366,188366209.9,5041.112505
1643760000000,2022-02-02 0:00:00,BTC/USD,38717.60475,38879,36633,36913,154705905.5,4191.095426
1643673600000,2022-02-01 0:00:00,BTC/USD,38501,39416.42021,38000,38713,166093102.3,4290.370219
1643587200000,2022-01-31 0:00:00,BTC/USD,37914,38785,36674,38500,183486501,4765.883143
1643500800000,2022-01-30 0:00:00,BTC/USD,38201.60979,38403,37386,37914.38083,77750763.92,2050.693226
1643414400000,2022-01-29 0:00:00,BTC/USD,37748,38898,37347.69183,38179.91123,135401967.2,3546.419121
1643328000000,2022-01-28 0:00:00,BTC/USD,37187,38055,36197,37759.82719,173079893.4,4583.704595
1643241600000,2022-01-27 0:00:00,BTC/USD,36847.64761,37275,35504,37194,258159853.8,6940.900516
1643155200000,2022-01-26 0:00:00,BTC/USD,36995,38935,36291.69594,36828.54218,392078971.3,10646.06276
1643068800000,2022-01-25 0:00:00,BTC/USD,36706,37584,35751,36986,327817327.4,8863.281441
1642982400000,2022-01-24 0:00:00,BTC/USD,36302,37596,32937,36702,847978447,23104.42066
1642896000000,2022-01-23 0:00:00,BTC/USD,35108,36556,34654,36308,316458961.8,8715.956863
1642809600000,2022-01-22 0:00:00,BTC/USD,36463.16076,36861.57425,33854.97502,35104.74628,617224811.2,17582.37494
1642723200000,2022-01-21 0:00:00,BTC/USD,40690.34894,41132,35471,36467,591653999.9,16224.36723
1642636800000,2022-01-20 0:00:00,BTC/USD,41677,43591,40568.3902,40692.20981,208033254.6,5112.360709
1642550400000,2022-01-19 0:00:00,BTC/USD,42373,42596,41158,41676,268913341.6,6452.474845
1642464000000,2022-01-18 0:00:00,BTC/USD,42221,42690,41204,42376.97315,183937769.7,4340.512217
1642377600000,2022-01-17 0:00:00,BTC/USD,43084,43194,41465,42223,123326960.5,2920.847891
1642291200000,2022-01-16 0:00:00,BTC/USD,43074,43487.39376,42603,43084,68163742.11,1582.112666
1642204800000,2022-01-15 0:00:00,BTC/USD,43090,43816,42575,43069,137627302.7,3195.507273
1642118400000,2022-01-14 0:00:00,BTC/USD,42585,43468,41736,43091,185934390.2,4314.924002
1642032000000,2022-01-13 0:00:00,BTC/USD,43909,44445,42334,42583,159317414.3,3741.33843
1641945600000,2022-01-12 0:00:00,BTC/USD,42744,44315,42468,43909,165525257.7,3769.734171
1641859200000,2022-01-11 0:00:00,BTC/USD,41839,43119.19618,41265,42741.74664,204614301.9,4787.223687
1641772800000,2022-01-10 0:00:00,BTC/USD,41861,42270,39672.88479,41847,399779596.1,9553.363349
1641686400000,2022-01-09 0:00:00,BTC/USD,41687.21241,42801,41240,41856,155598886.2,3717.481036
1641600000000,2022-01-08 0:00:00,BTC/USD,41555.41669,42319.82508,40556,41682,172815070.8,4146.035958
1641513600000,2022-01-07 0:00:00,BTC/USD,43101.35519,43135.77081,40586,41548,307629482.3,7404.194721
1641427200000,2022-01-06 0:00:00,BTC/USD,43457,43781,42412,43103.47161,146771716.7,3405.101985
1641340800000,2022-01-05 0:00:00,BTC/USD,45830,47058,42505,43455,301235688.8,6932.129532
1641254400000,2022-01-04 0:00:00,BTC/USD,46449.61556,47671.86281,45568,45834,173639925,3788.45235
1641168000000,2022-01-03 0:00:00,BTC/USD,47304.23511,47578,45689,46448,119740625.8,2577.950091
1641081600000,2022-01-02 0:00:00,BTC/USD,47746,48012,46648,47302,87259964.83,1844.741551
1640995200000,2022-01-01 0:00:00,BTC/USD,46209,47957,46203,47747,103961332.2,2177.33747
1640908800000,2021-12-31 0:00:00,BTC/USD,47148,48650,45664.14362,46218,196538079.6,4252.414202
1640822400000,2021-12-30 0:00:00,BTC/USD,46464,47911,45947,47156,150796169.1,3197.815105
1640736000000,2021-12-29 0:00:00,BTC/USD,47556,48166,46079,46465,191620483,4123.974669
1640649600000,2021-12-28 0:00:00,BTC/USD,50713.70862,50714,47321,47556,258291251.7,5431.307337
1640563200000,2021-12-27 0:00:00,BTC/USD,50805,52085,50482.47486,50690,178365794.6,3518.757045
1640476800000,2021-12-26 0:00:00,BTC/USD,50435.06967,51300,49433,50797,147518338.9,2904.075809
1640390400000,2021-12-25 0:00:00,BTC/USD,50830,51171,50182,50435.24411,100374317.6,1990.162225
1640304000000,2021-12-24 0:00:00,BTC/USD,50834,51842,50405,50830,131918410.2,2595.28645
1640217600000,2021-12-23 0:00:00,BTC/USD,48625,51413.12296,48078,50833,225269220.3,4431.554704
1640131200000,2021-12-22 0:00:00,BTC/USD,48926.48057,49588,48459.75038,48626,152816860.7,3142.69857
1640044800000,2021-12-21 0:00:00,BTC/USD,46915,49369,46683,48923,230580251.6,4713.125761
1639958400000,2021-12-20 0:00:00,BTC/USD,46698,47541,45600,46901,265153910.2,5653.480953
1639872000000,2021-12-19 0:00:00,BTC/USD,46869.78961,48364,46458,46704,244546599,5236.095389
1639785600000,2021-12-18 0:00:00,BTC/USD,46163,47483,45523,46873,175352411.1,3741.011054
1639699200000,2021-12-17 0:00:00,BTC/USD,47659,48038,45539,46180.73115,270395837.4,5855.165795
1639612800000,2021-12-16 0:00:00,BTC/USD,48901.82763,49480,47543,47665,168076224.6,3526.197937
1639526400000,2021-12-15 0:00:00,BTC/USD,48392,49520,46600,48901,344032694.3,7035.289551
1639440000000,2021-12-14 0:00:00,BTC/USD,46757.79747,48684,46356.20997,48399,265029063.9,5475.920245
1639353600000,2021-12-13 0:00:00,BTC/USD,50116.77553,50234,45788,46748.99252,407577302.2,8718.418949
1639267200000,2021-12-12 0:00:00,BTC/USD,49427,50800,48690,50123,194029027.7,3871.057752
1639180800000,2021-12-11 0:00:00,BTC/USD,47195,49522,46872,49426,261465555.3,5290.040773
1639094400000,2021-12-10 0:00:00,BTC/USD,47598,50212,47051,47208,385703687.4,8170.303495
1639008000000,2021-12-09 0:00:00,BTC/USD,50506,50844,47408,47610.10672,252540320.5,5304.342669
1638921600000,2021-12-08 0:00:00,BTC/USD,50641,51275,48726,50503.4347,203766252.1,4034.700874
1638835200000,2021-12-07 0:00:00,BTC/USD,50504.57178,51970,50095,50634,197782671.3,3906.123776
1638748800000,2021-12-06 0:00:00,BTC/USD,49475.49286,50988,47167,50513,406483509.9,8047.106882
1638662400000,2021-12-05 0:00:00,BTC/USD,49243,49769,47860,49474,236560725.8,4781.516065
1638576000000,2021-12-04 0:00:00,BTC/USD,53667,53879,41634,49249,1111884408,22576.79156
1638489600000,2021-12-03 0:00:00,BTC/USD,56520,57599,51333,53687,576135836.1,10731.38443
1638403200000,2021-12-02 0:00:00,BTC/USD,57239,57390,55842,56517,249079335.4,4407.157765
1638316800000,2021-12-01 0:00:00,BTC/USD,56988.82934,59055,56505,57240,296573382.5,5181.22611
1638230400000,2021-11-30 0:00:00,BTC/USD,57841,59174,55899,56966,368857962.7,6475.054641
1638144000000,2021-11-29 0:00:00,BTC/USD,57329,58888,56764,57840,293082979,5067.133109
1638057600000,2021-11-28 0:00:00,BTC/USD,54781,57469,53458,57356,283089615.6,4935.658268
1637971200000,2021-11-27 0:00:00,BTC/USD,53825,55329,53711,54791,169603049.2,3095.454531
1637884800000,2021-11-26 0:00:00,BTC/USD,59017.11364,59238,53555,53839,656433044.5,12192.51926
1637798400000,2021-11-25 0:00:00,BTC/USD,57159,59423.42625,57067,59015.78236,234940668,3980.980317
1637712000000,2021-11-24 0:00:00,BTC/USD,57579.62258,57762,55894.51623,57166,279810655,4894.704107
1637625600000,2021-11-23 0:00:00,BTC/USD,56282,57869,55453,57577,492657730.7,8556.502261
1637539200000,2021-11-22 0:00:00,BTC/USD,58702,59456,55714,56281.0637,497032622.5,8831.258506
1637452800000,2021-11-21 0:00:00,BTC/USD,59774,60050,58603,58691,143295253.3,2441.52005
1637366400000,2021-11-20 0:00:00,BTC/USD,58122,59886,57450,59766,187216493.6,3132.491611
1637280000000,2021-11-19 0:00:00,BTC/USD,56929,58379,55653,58130,301052600.7,5178.954081
1637193600000,2021-11-18 0:00:00,BTC/USD,60354.56778,60945,56555,56963,657561297.6,11543.65637
1637107200000,2021-11-17 0:00:00,BTC/USD,60069,60851,58368,60352.81596,405715118.3,6722.389201
1637020800000,2021-11-16 0:00:00,BTC/USD,63560,63561.99203,58625.68734,60068,784932415.4,13067.39721
1636934400000,2021-11-15 0:00:00,BTC/USD,65474,66343.87555,63351,63561,335054048.5,5271.377866
1636848000000,2021-11-14 0:00:00,BTC/USD,64395,65474,63564,65474,143689598.3,2194.605467
1636761600000,2021-11-13 0:00:00,BTC/USD,64134,64988.98628,63405,64398,120309117.2,1868.212013
1636675200000,2021-11-12 0:00:00,BTC/USD,64785,65421,62255,64134,328314220.2,5119.191384
1636588800000,2021-11-11 0:00:00,BTC/USD,64871,65541,64079,64791,185627494.7,2865.019751
1636502400000,2021-11-10 0:00:00,BTC/USD,66937.19023,68958,62866,64871,793693585.1,12234.95221
1636416000000,2021-11-09 0:00:00,BTC/USD,67526,68444,66326,66938,432722748.8,6464.530592
1636329600000,2021-11-08 0:00:00,BTC/USD,63277,67665,63277,67526,606485965,8981.517712
1636243200000,2021-11-07 0:00:00,BTC/USD,61495.04389,63279,61400,63263,204629120.1,3234.578191
1636156800000,2021-11-06 0:00:00,BTC/USD,60995,61583,60100,61495.04389,180293993.3,2931.845916
1636070400000,2021-11-05 0:00:00,BTC/USD,61410,62600,60735,61005,137627802.1,2256.008559
1635984000000,2021-11-04 0:00:00,BTC/USD,62893,63067,60700,61414.88951,180024077.1,2931.277392
1635897600000,2021-11-03 0:00:00,BTC/USD,63249,63565,60175,62900,299687939.5,4764.514142
1635811200000,2021-11-02 0:00:00,BTC/USD,60923.30467,64313,60661,63249,328996313.5,5201.604982
